STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/10,4.25,,0,0,0,,78,62,,300,300,8.9,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/11,2.24,,0,0,0,,79,59,,50,60,8.1,12.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/12,1.79,,0,0,0,,80,62,,140,120,8.9,16.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/13,1.34,,0,0,0,,82,63,,60,110,6.9,14.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/14,2.68,,0,0,0,,83,65,,50,40,12.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/15,4.7,,0,0,0,,80,63,,50,40,13,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/16,5.14,,0,0,0,,77,60,,50,60,12.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/17,4.7,,0,0,0,,79,65,,60,110,8.9,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/18,6.49,,0,0,0,,75,67,,60,70,13,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/19,5.37,,0,0,0,,84,67,,60,60,13,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/20,6.71,,0,0,0,,81,67,,50,50,17,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/21,6.71,,0,0,0,,79,63,,50,50,13,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/22,6.04,,0,0,0,,74,61,,60,50,14.1,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/23,5.82,,0.04,0,0,,67,59,,60,50,16.1,21.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/24,5.59,,0,0,0,,68,59,,70,70,13,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/25,4.92,,0,0,0,,68,62,,80,,8.1,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/26,2.01,1058,0.08,0,0,,74,64,,100,180,8.1,13,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/27,4.03, 0210,0.18,0,0,,74,63,,70,50,14.1,23,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/28,8.72,1703,0.26,0,0,,68,61,,60,60,17,25.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/29,5.82, 0258,0.78,0,0,,63,60,,50,80,12.1,21.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/9/30,5.14,1307,0,0,0,,72,60,,60,70,14.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/1,6.26,,0,0,0,,69,60,,60,60,14.1,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/2,4.25,,0,0,0,,68,58,,60,60,12.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/3,0.89,,0,0,0,,72,62,,140,130,6.9,13,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/4,1.12,,0,0,0,,73,60,,130,120,6.9,15,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/5,4.25,,0,0,0,,75,61,,50,70,12.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/6,2.46,,0,0,0,,71,55,,240,240,8.9,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/7,5.59,,0,0,0,,75,58,,300,320,13,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/8,2.91,,0,0,0,,68,53,,320,310,12.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/9,3.58,,0,0,0,,68,54,,310,310,15,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/10,6.26,,0,0,0,,62,49,,300,300,14.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/11,4.25,,0,0,0,,68,46,,230,240,12.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/12,4.92,,0,0,0,,74,56,,300,310,15,28,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/13,4.92,,0,0,0,,69,55,,60,90,12.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/14,6.04,,0,0,0,,66,48,,280,280,18.1,35.1,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/15,5.82,,0,0,0,,57,45,,300,270,13,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/16,6.26,,0,0,0,,59,44,,300,260,15,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/17,5.14,,0,0,0,,58,43,,40,360,14.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/18,4.25,,0,0,0,,66,48,,50,50,13,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/19,1.34,,0,0,0,,71,50,,270,340,6,10.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/20,1.57,,0,0,0,,73,52,,250,240,6.9,13,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/21,2.68,,0,0,0,,79,57,,290,220,8.1,12.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/22,1.34,,0,0,0,,81,62,,130,120,8.1,13,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/23,2.01,,0,0,0,,75,59,,210,200,10.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/24,4.92,,0,0,0,,69,53,,350,10,13,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/25,2.91,,0,0,0,,62,46,,40,40,12.1,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/26,5.37,,0,0,0,,64,51,,310,300,17,31.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/27,2.91,,0,0,0,,57,45,,300,280,13,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/28,2.91,,0,0,0,,61,46,,130,120,8.1,14.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/29,3.13,,0.01,0,0,,63,52,,120,130,13,23,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/30,3.36,,0,0,0,,76,58,,250,260,8.9,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/10/31,3.8,,0,0,0,,81,61,,210,240,12.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/1,6.26,,0,0,0,,79,57,,270,240,16.1,32,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/2,4.25,,0,0,0,,60,47,,300,310,13,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/3,5.14,,0,0,0,,54,41,,50,60,14.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/4,4.03,,0,0,0,,58,44,,140,110,8.9,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/5,3.36,,0,0,0,,73,54,,220,240,12.1,21.9,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/6,4.03,,0,0,0,,80,64,,250,210,12.1,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/7,5.14,,0,0,0,,73,54,,310,320,16.1,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/8,5.37,,0,0,0,,69,50,,300,310,19.9,36.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/9,4.25,,0,0,0,,54,43,,300,290,14.1,28,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/10,3.36,,0.08,0,0,,58,45,,250,250,13,19.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/11,6.49,,0.1,0,0,,68,55,,230,210,16.1,30,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/12,9.62,,0,0,0,,59,41,,300,300,21,36,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/13,6.26,,0,0,0,,50,37,,50,60,16.1,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/14,4.7,,0,0,0,,47,37,,60,90,14.1,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/15,4.92,,0,0,0,,58,41,,300,300,16.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/16,8.5,,0,0,0,,62,45,,300,300,16.1,31.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/17,4.7,,0,0,0,,63,44,,300,300,13,21,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/18,4.25,,0,0,0,,66,49,,300,290,16.1,28,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/19,2.24,,0,0,0,,60,47,,300,320,10.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/20,2.91,,0,0,0,,60,53,,100,100,18.1,34,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/21,6.93,,1.57,0,0,,54,37,,50,60,15,23.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/22,6.04,,0.53,0,0,,40,37,,230,230,16.1,32,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/23,8.28,,0.02,0,0,,49,37,,290,280,21,38.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/24,9.84,,0,0,0,,53,44,,280,270,19.9,32,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/25,3.13,,0,0,0,,54,41,,290,260,10.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/26,4.7,,0.19,0,0,,58,46,,310,310,14.1,25.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/27,4.47,,0,0,0,,52,43,,230,220,12.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/28,5.59,,0.86,0,0,,49,42,,270,300,16.1,32,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/29,5.82,,0,0,0,,47,34,,280,240,15,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/11/30,7.61,,0,0,0,,39,30,,270,270,14.1,25.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/1,7.38,,0,0,0,,38,27,,230,230,17,35.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/2,5.37,1532,0,0,0,,39,29,,300,310,13,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/3,6.04,1945,0,0,0,,42,32,,310,300,16.1,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/4,4.47,1945,0.01,0,0,,42,30,,190,210,16.1,32,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/5,8.5,1357,0.09,0,0,,40,31,,280,280,21,40,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/6,8.5, 0327,0,0,0,,34,30,,310,320,18.1,36.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/7,7.61,2140,0,0,0,,41,31,,290,230,14.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/8,6.04, 0045,0,0,0,,55,38,,220,240,15,27.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/9,3.58,1448,0.18,0,0,,51,44,,60,70,10.1,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/10,5.59,1526,0.26,0,0,,50,44,,80,80,12.1,18.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/11,6.49,2341,0.85,0,0,,60,41,,280,260,18.1,30,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/12,9.4,1106,0,0,0,,41,29,,240,230,23,38.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/13,6.71, 0951,0,0,0,,33,27,,310,310,15,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/14,4.92,1013,0,0,0,,34,26,,50,50,14.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/15,5.14,1055,0.06,0,0,,41,28,,60,50,12.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/16,5.14,1135,0.91,0,0,,52,38,,100,100,12.1,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/17,5.14,1417,0.02,0,0,,59,49,,240,260,14.1,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/18,2.68,1502,0.32,0,0,,53,42,,300,130,8.9,16.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/19,6.71, 0337,0.05,0,0,,45,37,,300,300,16.1,29.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/20,8.5,1221,0.04,0,0,,37,33,,60,70,19.9,28,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/21,10.51,1607,0.15,1.8,2,,33,19,,310,280,21.9,44.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/22,7.61, 0930,0,0,1.2,,21,13,,300,300,17,29.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/23,3.13,2354,0,0,1.2,,31,13,,220,220,12.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/24,4.92, 0633,0.1,1,1.2,,39,28,,220,230,13,21,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/25,3.8, 0959,0,0,1.2,,35,28,,300,20,12.1,17,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/26,3.13, 0940,0,0,1.2,,36,24,,40,320,6.9,11,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/27,1.12,2308,0,0,1.2,,44,26,,250,240,8.1,15,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/28,1.34, 0046,0.56,0,0,,54,40,,220,220,8.1,12.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/29,4.7,2051,0.16,0,0,,60,50,,160,170,14.1,25.9,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/30,6.49,1224,0.37,0,0,,58,49,,240,240,16.1,30,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2024/12/31,5.14,2133,0.4,0,0,,53,44,,60,60,16.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/1,8.28,1606,0,0,0,,51,39,,280,270,21.9,36,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/2,9.62,1508,0,0,0,,43,33,,280,230,19.9,38.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/3,7.83,1439,0,0,0,,39,31,,230,230,15,27.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/4,10.07,1302,0,0,0,,33,28,,270,320,21.9,40,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/5,8.5,1614,0,0,0,,33,28,,310,310,18.1,30,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/6,4.7,2344,0.08,0.9,0,,30,22,,300,300,17,29.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/7,12.75,1119,0,0,1.2,,33,19,,300,300,21.9,40,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/8,11.86,1510,0,0,0,,30,23,,290,310,21.9,40,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/9,12.97,1209,0,0,0,,33,22,,300,310,23.9,45,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/10,8.05, 0258,0,0,0,,39,27,,300,320,18.1,36,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/11,7.16,1945,0.02,0.5,1.2,,36,28,,300,310,18.1,31.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/12,4.92, 0350,0,0,0,,42,30,,300,340,13,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/13,5.37,1337,0,0,0,,42,33,,230,230,16.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/14,8.5,2231,0,0,0,,35,25,,310,320,18.1,31.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/15,8.28, 0941,0,0,0,,32,23,,300,300,21.9,31.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/16,5.37,1306,0,0,0,,30,23,,230,240,14.1,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/17,4.92,2232,0,0,0,,42,26,,270,240,12.1,19.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/18,4.92, 0322,0.09,0,0,,46,35,,220,240,15,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/19,5.37,1821,0.26,1.6,0,,41,24,,300,350,16.1,31.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/20,7.38,1244,0,0,1.2,,26,17,,270,260,16.1,36,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/21,6.49,2142,0,0,1.2,,19,11,,280,260,14.1,23,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/22,5.82,1105,0,0,1.2,,20,10,,10,360,12.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/23,5.14,1302,0,0,1.2,,28,17,,230,210,14.1,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/24,4.47, 0957,0,0,1.2,,33,23,,270,280,13,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/25,6.04,2228,0,0,1.2,,33,20,,240,220,14.1,25.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/26,6.71, 0952,0,0,0,,43,31,,270,270,15,29.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/27,6.49,2243,0,0,0,,40,31,,220,220,17,33.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/28,8.5,1051,0,0,0,,42,32,,310,310,21.9,38,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/29,10.51,1601,0,0,0,,52,31,,300,300,21.9,42.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/30,6.93, 0002,0,0,0,,38,25,,310,300,21.9,38,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/1/31,3.58,2352,0.16,0,0,,48,36,,230,220,12.1,21.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/1,7.83,,0,0,0,,48,21,,300,290,17,27.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/2,6.49,,0.11,1,0,,31,17,,50,40,16.1,23,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/3,3.8,,0,0,1.2,,49,31,,220,220,10.1,19,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/4,9.4,,0,0,0,,47,30,,300,310,21.9,36.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/5,6.04,,0,0,0,,36,26,,300,320,13,21.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/6,6.26,,0.34,0.5,1.2,,38,30,,250,130,13,23.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/7,8.5,,0,0,0,,43,30,,310,310,21,36,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/8,3.8,,0.61,3,0,,35,26,,300,310,13,18.1,1,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/9,4.92,,0.06,0.1,3.1,,36,30,,310,300,14.1,28,1,,,,,1,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/10,5.14,,0,0,2,,37,29,,300,310,12.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/11,2.91,,0.12,1.2,1.2,,35,28,,250,270,8.9,16.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/12,8.5,,0.11,0.4,3.1,,36,31,,60,50,18.1,29.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/13,7.61,,0.15,0,2,,46,35,,280,310,18.1,34,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/14,7.61,,0,0,0,,36,29,,300,330,18.1,30,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/15,5.14,,0.31,0.5,0,,35,28,,60,70,12.1,21,1,1,,,,1,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/16,9.4,,0.77,0,0,,47,33,,270,290,21.9,40,1,1,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/17,14.32,,0,0,0,,36,26,,280,280,25.9,44.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/18,10.74,,0,0,0,,27,19,,280,270,21,35.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/19,8.95,,0,0,0,,30,17,,300,270,16.1,25.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/20,7.61,,0.01,0.4,0,,29,18,,300,300,19.9,32,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/21,10.74,,0,0,0,,35,21,,310,300,11,35.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/22,5.14,,0,0,0,,40,21,,310,230,16.1,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/23,4.7,,0,0,0,,46,33,,240,240,13,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/24,5.82,,0,0,0,,49,35,,190,190,12.1,25.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/25,3.58,,0,0,0,,57,43,,280,230,13,23.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/26,5.37,,0,0,0,,56,43,,280,300,15,27.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/27,5.37,,0.01,0,0,,54,44,,280,270,14.1,25.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/2/28,6.71,,0,0,0,,51,41,,270,310,15,28,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/1,9.62,,0,0,0,,64,27,,280,270,21.9,38.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/2,9.62,,0,0,0,,33,20,,310,300,19.9,33.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/3,4.47,,0,0,0,,39,23,,220,220,14.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/4,4.03,,0,0,0,,52,34,,230,210,10.1,19,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/5,7.16,,1.71,0,0,,54,42,,160,180,16.1,33.1,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/6,8.5,,0,0,0,,55,36,,300,310,25.1,45,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/7,11.86,,0,0,0,,50,34,,280,260,23,44.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/8,8.95,,0,0,0,,45,36,,310,310,19.9,36.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/9,7.16,,0,0,0,,53,32,,230,290,18.1,34,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/10,5.59,,0,0,0,,66,45,,230,210,14.1,28,,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/11,3.8,,0,0,0,,65,44,,220,210,14.1,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/12,6.26,,0,0,0,,55,42,,30,50,17,28,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/13,7.83,,0,0,0,,50,39,,50,70,18.1,25.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/14,5.14,,0,0,0,,57,40,,70,180,14.1,19,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/15,4.25,,0,0,0,,49,41,,140,210,8.9,19,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/16,6.93,,0.01,0,0,,61,47,,160,170,14.1,29.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/17,4.92,,0.92,0,0,,59,37,,300,320,14.1,23.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/18,3.36,,0,0,0,,61,35,,20,20,14.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/19,4.47,,0,0,0,,63,43,,160,170,10.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/20,5.82,,1.06,0,0,,52,42,,290,130,14.1,23.9,1,,1,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/21,10.51,,0.03,0,0,,51,38,,300,310,23.9,42.9,1,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/22,6.71,,0,0,0,,64,40,,280,300,21.9,36.9,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/23,6.71,,0,0,0,,48,31,,310,300,18.1,31.1,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/24,4.03,,0.48,0,0,,50,38,,140,130,14.1,25.9,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/25,4.92,,0,0,0,,58,47,,240,240,16.1,29.1,1,,,,,,1
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/26,5.14,,0,0,0,,53,37,,290,99,8.1,21,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",2025/3/27,7.16,,0,0,0,,53,34,,310,270,17,27.1,,,,,,,
